credit_history,employment_status,collateral,payment_history,type_of_credit_accounts,public_records_and_collections,purpose_of_loan,income,assets_value,debt_to_income_ratio,length_of_credit_history,number_of_credit_inquiries,number_of_credit_accounts,number_of_credit_accounts_opened_last_12_months,current_balance_of_credit_accounts,total_credit_limit,total_credit_utilization,loan_amount,saving_account_balance,approval_status
Good,Unemployed,House,Good,Personal,Bankruptcy,Business,44943,17095,48,27,5,4,3,15670,16329,18,2571,5430,Rejected
Poor,Employed,House,Good,Personal,Tax Lien,Car Financing,20051,37950,87,53,0,2,1,10179,12704,5,3755,12124,Rejected
Fair,Employed,None,Good,Personal,Bankruptcy,Other,49482,21274,81,42,1,4,5,2105,10611,54,3529,18322,Rejected
Good,Employed,Land,Good,Other,Judgement,Business,10987,36670,1,20,5,5,3,11246,9511,56,2455,10236,Rejected
Fair,Employed,Car,Fair,Personal,Other,Other,25232,49456,60,30,4,3,5,3078,10112,38,2040,1313,Rejected
Good,Employed,House,Poor,Personal,Collection,Business,40859,45412,94,86,3,2,5,5146,16193,100,2289,13222,Rejected
Good,Employed,Investment,Excellent,Personal,None,Business,35431,13649,22,42,5,1,0,9797,12916,48,3516,12970,Approved
Good,Self-Employed,Other,Excellent,Mortgage,Other,Other,16982,42860,33,42,2,3,4,9055,17433,30,2366,8820,Approved
Excellent,Employed,Car,Good,Auto,Bankruptcy,Other,49377,12758,33,73,3,1,3,1451,18908,62,2920,6274,Rejected
Fair,Unemployed,Land,Excellent,Personal,None,Other,24104,22617,42,72,0,2,2,16449,2197,29,3001,16147,Rejected
Fair,Self-Employed,Car,Excellent,Auto,Judgement,Home Improvement,27332,15204,76,23,0,3,1,11116,13533,55,3585,12037,Rejected
Fair,Self-Employed,None,Excellent,Auto,Tax Lien,Car Financing,36833,33820,62,50,5,1,4,8347,19447,34,1251,12793,Rejected
Poor,Self-Employed,Land,Good,Student,Collection,Other,22614,45636,95,7,1,0,5,11109,5660,1,1232,14002,Rejected
Poor,Unemployed,Car,Poor,Student,Other,Home Improvement,12069,22623,92,26,0,1,2,4014,16199,50,2472,16036,Rejected
Fair,Employed,Investment,Good,Auto,Other,Other,44052,17502,51,85,1,1,2,9855,12541,65,2999,6865,Rejected
Good,Self-Employed,House,Excellent,Mortgage,Tax Lien,Home Improvement,40999,42118,56,98,2,4,0,16068,8313,60,4177,11185,Approved
Good,Unemployed,None,Good,Student,None,Car Financing,10208,43894,26,24,0,0,4,18346,17384,78,2763,13202,Approved
Good,Self-Employed,House,Good,Personal,None,Car Financing,41463,18671,35,40,2,4,1,805,10648,56,4218,14092,Approved
Good,Self-Employed,Car,Fair,Other,None,Business,37402,24685,91,31,5,3,4,3672,251,40,1951,12372,Approved
Excellent,Employed,House,Excellent,Student,Collection,Other,30404,17830,90,92,0,1,0,10955,1581,16,1685,12027,Rejected
Excellent,Self-Employed,Land,Good,Mortgage,Tax Lien,Business,11047,17592,17,26,2,3,2,10115,18790,35,4103,5002,Rejected
Fair,Employed,Investment,Excellent,Student,Collection,Other,27436,10405,34,5,5,3,2,10779,15475,96,1481,1513,Rejected
Poor,Unemployed,Investment,Excellent,Student,Bankruptcy,Debt Consolidation,35908,27720,73,14,2,0,2,16564,8511,5,3765,8206,Rejected
Good,Self-Employed,Car,Good,Personal,Other,Debt Consolidation,12945,41360,50,73,5,5,0,19664,98,21,4010,5153,Rejected
Excellent,Unemployed,Land,Poor,Auto,Judgement,Home Improvement,44783,35108,23,26,2,3,4,11012,15823,71,1246,73,Rejected
Excellent,Unemployed,House,Fair,Personal,None,Debt Consolidation,14673,19584,99,62,0,5,2,16062,11640,50,2206,8576,Rejected
Good,Self-Employed,Car,Excellent,Other,Tax Lien,Home Improvement,30718,33774,15,11,3,0,4,8110,19431,42,4429,6382,Approved
Poor,Employed,Investment,Fair,Student,Tax Lien,Other,31049,38099,39,96,4,2,3,2820,4746,47,4073,18549,Rejected
Fair,Self-Employed,Other,Good,Mortgage,Other,Other,19632,16206,93,58,0,2,5,18245,10147,60,3753,19616,Rejected
Poor,Self-Employed,House,Fair,Student,Tax Lien,Car Financing,14951,29757,73,11,3,3,3,18457,1600,44,1380,10901,Rejected
Good,Unemployed,Investment,Poor,Other,Collection,Business,20078,33720,91,80,0,0,4,17880,7737,52,3118,19617,Approved
Poor,Unemployed,Other,Fair,Auto,Judgement,Home Improvement,45102,31785,3,12,0,5,4,17608,4190,89,1070,6054,Rejected
Good,Self-Employed,Car,Good,Auto,Other,Car Financing,17417,34060,11,12,2,0,4,15000,3122,69,1426,6538,Rejected
Excellent,Self-Employed,None,Excellent,Personal,Collection,Car Financing,22045,20005,53,20,4,3,1,2431,17629,22,1479,14611,Rejected
Good,Employed,Other,Excellent,Other,Collection,Home Improvement,29952,37391,12,70,2,2,3,5911,790,99,2140,14303,Approved
Fair,Self-Employed,House,Excellent,Auto,Other,Other,20275,43009,70,84,2,0,2,10026,5716,53,2341,7468,Rejected
Poor,Self-Employed,None,Good,Auto,Other,Business,26889,16934,64,85,3,0,1,10059,12596,78,1488,10013,Rejected
Excellent,Employed,None,Excellent,Mortgage,Judgement,Home Improvement,33806,12779,79,46,1,2,3,19881,10051,56,3627,11794,Rejected
Good,Unemployed,None,Poor,Personal,Judgement,Debt Consolidation,30822,21694,96,90,5,0,4,15545,3002,35,1565,739,Rejected
Fair,Employed,None,Fair,Mortgage,None,Debt Consolidation,33022,46056,55,61,0,5,5,10590,19987,83,2707,3635,Rejected
Good,Employed,Car,Excellent,Other,Tax Lien,Home Improvement,31218,10907,64,1,5,1,5,6125,9976,99,3956,3386,Rejected
Good,Unemployed,Land,Poor,Other,Tax Lien,Other,37978,11421,67,62,2,5,5,11469,5569,4,2195,11662,Rejected
Excellent,Unemployed,None,Fair,Student,Collection,Car Financing,16302,20193,95,13,3,2,4,9932,6332,21,3723,6262,Rejected
Fair,Unemployed,Land,Good,Other,None,Business,35352,41338,36,69,3,4,5,8940,1798,46,4935,9267,Rejected
Fair,Self-Employed,House,Poor,Auto,Collection,Business,29343,34661,74,84,2,4,2,2031,11513,17,3593,1444,Rejected
Fair,Unemployed,House,Excellent,Mortgage,Judgement,Home Improvement,17566,11638,23,92,1,2,0,4192,8179,49,3717,5803,Rejected
Fair,Unemployed,House,Good,Student,Judgement,Other,27262,21315,24,31,3,4,1,16527,18194,11,3472,16896,Rejected
Poor,Unemployed,None,Fair,Student,Collection,Car Financing,49719,17877,37,40,4,5,0,12538,12073,79,2863,12016,Rejected
Good,Self-Employed,Other,Poor,Mortgage,Judgement,Other,17489,27365,27,77,1,4,2,8353,3052,79,1866,3053,Approved
Excellent,Employed,Other,Good,Student,Judgement,Debt Consolidation,25996,20030,84,38,3,5,0,4962,18062,58,4087,16951,Rejected
Fair,Self-Employed,Car,Excellent,Student,Other,Business,35706,42407,72,45,2,3,5,15173,16286,39,3047,15798,Rejected
Good,Self-Employed,Investment,Poor,Mortgage,None,Debt Consolidation,14868,16896,72,4,3,3,1,6491,7843,17,3807,7681,Rejected
Good,Employed,Car,Good,Auto,Other,Business,17283,26719,73,20,2,2,0,13076,3557,61,1118,19140,Approved
Excellent,Employed,Investment,Good,Mortgage,None,Business,11293,32347,59,61,1,5,0,1284,6579,4,3704,18571,Rejected
Fair,Employed,Land,Good,Student,Collection,Other,34059,25728,8,88,5,2,1,11053,91,32,2160,16859,Rejected
Good,Self-Employed,None,Excellent,Student,Collection,Car Financing,32040,37164,3,1,4,1,3,9151,5117,8,3964,5900,Rejected
Fair,Unemployed,Other,Good,Auto,None,Debt Consolidation,20870,20848,36,58,3,5,5,17764,4476,37,1263,15665,Rejected
Good,Employed,Land,Good,Other,Judgement,Other,20762,45885,41,75,5,5,5,392,4851,61,4251,17617,Rejected
Good,Employed,House,Excellent,Personal,Collection,Home Improvement,30955,32162,93,77,2,3,0,15448,12990,31,3694,16623,Rejected
Poor,Unemployed,Land,Excellent,Auto,Bankruptcy,Debt Consolidation,12087,21700,62,61,5,5,0,978,14109,65,2115,947,Rejected
Excellent,Self-Employed,House,Fair,Mortgage,Tax Lien,Business,30645,32740,16,6,3,4,5,5484,2683,75,4267,17778,Rejected
Fair,Employed,Other,Fair,Other,Judgement,Home Improvement,26605,33629,51,47,1,5,0,18017,5139,44,1787,6064,Rejected
Excellent,Employed,House,Fair,Mortgage,Other,Business,42137,41119,72,13,2,3,2,19975,18784,0,3471,11413,Rejected
Fair,Self-Employed,Car,Excellent,Student,None,Debt Consolidation,33142,37986,75,33,1,2,4,14332,16926,48,3804,19012,Rejected
Fair,Self-Employed,Land,Fair,Personal,Bankruptcy,Home Improvement,29332,47555,31,53,0,3,4,10527,9064,97,2294,872,Rejected
Fair,Unemployed,House,Good,Personal,Collection,Home Improvement,39811,44651,55,59,3,4,5,16932,8268,34,4087,19545,Rejected
Poor,Employed,Investment,Fair,Personal,Tax Lien,Car Financing,13489,47992,74,47,3,3,5,14680,9539,98,4075,15135,Rejected
Excellent,Employed,Car,Fair,Other,Judgement,Business,17589,34807,55,42,3,1,3,19571,17387,84,1456,476,Rejected
Fair,Unemployed,House,Excellent,Other,None,Debt Consolidation,47007,29883,93,56,4,5,5,8726,18116,14,1754,13978,Rejected
Excellent,Self-Employed,Investment,Fair,Auto,Other,Business,10163,34507,3,71,0,4,4,7157,7375,43,1171,10752,Rejected
Poor,Employed,Car,Fair,Student,Tax Lien,Other,24503,18949,9,2,2,1,3,19076,13793,27,1700,1996,Rejected
Good,Self-Employed,Car,Good,Student,Collection,Debt Consolidation,48693,30623,9,89,1,2,4,13106,12811,90,1295,8394,Rejected
Good,Employed,Car,Poor,Auto,Tax Lien,Other,35219,17482,86,32,3,3,5,11715,9079,46,2192,1027,Rejected
Poor,Self-Employed,Other,Good,Student,Judgement,Business,29503,49257,81,45,2,4,4,2426,9522,64,3018,8135,Rejected
Good,Employed,House,Poor,Other,Judgement,Debt Consolidation,21839,39033,49,44,1,1,2,4932,3968,85,4419,3537,Rejected
Excellent,Employed,Car,Good,Personal,None,Other,20070,23211,64,6,5,5,5,1864,13350,74,1403,241,Rejected
Good,Unemployed,Investment,Poor,Student,Bankruptcy,Car Financing,35120,12032,21,1,5,1,1,12066,16205,34,4897,14039,Rejected
Fair,Self-Employed,Car,Poor,Student,Collection,Car Financing,37922,11515,21,85,2,4,1,7084,7815,46,3281,41,Rejected
Excellent,Employed,House,Excellent,Other,Bankruptcy,Car Financing,12522,33242,63,11,2,1,0,3000,4416,77,1483,18766,Rejected
Good,Employed,Car,Good,Personal,Bankruptcy,Home Improvement,38458,47222,35,33,4,1,5,6562,3562,97,3418,12648,Rejected
Good,Unemployed,Other,Excellent,Auto,Collection,Business,37471,13152,65,35,5,4,3,3927,11170,42,4792,8932,Rejected
Excellent,Employed,None,Good,Student,Tax Lien,Business,48018,36896,11,39,1,1,5,13728,5416,45,2976,19342,Rejected
Excellent,Unemployed,House,Fair,Mortgage,Other,Other,38256,35049,78,39,1,0,2,16837,193,32,4607,16479,Rejected
Fair,Unemployed,House,Fair,Mortgage,Tax Lien,Other,44470,28612,90,64,4,5,5,6646,4807,39,4063,13385,Rejected
Fair,Unemployed,Other,Poor,Student,Judgement,Car Financing,44997,15213,9,57,1,0,4,4280,15946,69,1119,4844,Rejected
Excellent,Self-Employed,None,Fair,Auto,None,Debt Consolidation,13770,39829,28,9,3,4,2,14810,12552,6,2055,14008,Rejected
Excellent,Employed,Land,Excellent,Student,Bankruptcy,Business,28729,24702,34,89,0,2,5,372,14449,38,4010,9497,Rejected
Excellent,Employed,House,Fair,Mortgage,Bankruptcy,Home Improvement,22037,24405,34,46,4,5,1,769,2551,23,4019,590,Rejected
Excellent,Employed,Other,Fair,Auto,Judgement,Other,10011,29079,0,98,0,3,3,6856,7160,93,3705,5177,Rejected
Excellent,Self-Employed,None,Good,Mortgage,Other,Debt Consolidation,39905,40166,95,96,3,1,5,9667,6888,99,4425,14015,Rejected
Fair,Unemployed,Car,Excellent,Auto,Judgement,Home Improvement,48079,44278,39,20,1,4,1,19940,19968,66,1919,17796,Rejected
Fair,Employed,Other,Fair,Student,Judgement,Debt Consolidation,25458,26228,85,99,0,1,2,7454,2478,72,1038,16581,Rejected
Good,Employed,Investment,Good,Mortgage,None,Business,20520,17243,18,69,0,5,5,15618,4176,36,2700,5024,Rejected
Good,Unemployed,None,Excellent,Other,Collection,Debt Consolidation,35447,33944,24,70,3,1,0,9308,9192,25,3462,14981,Rejected
Poor,Self-Employed,Investment,Excellent,Auto,Bankruptcy,Home Improvement,13501,18789,47,11,0,3,2,15549,19089,39,3114,7860,Rejected
Poor,Unemployed,Other,Poor,Auto,Judgement,Home Improvement,12432,45597,77,22,0,1,5,18108,16622,58,3789,14802,Rejected
Excellent,Unemployed,Other,Fair,Student,None,Business,38385,40564,69,90,2,2,3,13764,2052,37,2992,19817,Rejected
Poor,Unemployed,Car,Good,Student,Tax Lien,Other,14932,12368,25,48,5,1,0,19371,5417,97,1853,8808,Rejected
Excellent,Employed,Other,Fair,Auto,Collection,Home Improvement,17817,13783,96,36,1,4,4,1206,17458,97,2953,3419,Rejected
Poor,Employed,Other,Fair,Other,Bankruptcy,Home Improvement,28780,38783,28,0,3,1,0,7571,12651,25,2922,13486,Rejected
Good,Employed,House,Excellent,Student,None,Business,14723,16323,11,27,3,4,0,14489,13226,6,3533,14391,Rejected
Excellent,Self-Employed,Car,Excellent,Student,None,Debt Consolidation,47449,20092,12,2,4,2,3,10595,11290,98,2910,3989,Rejected
Excellent,Unemployed,Land,Good,Auto,Judgement,Business,48290,21381,64,19,0,3,3,1169,6281,9,3404,17303,Rejected
Good,Self-Employed,Investment,Fair,Mortgage,Tax Lien,Debt Consolidation,35662,27016,99,3,4,5,4,6743,3396,83,4905,1178,Rejected
Fair,Self-Employed,None,Poor,Auto,Tax Lien,Car Financing,37631,25408,25,36,3,5,0,15662,3998,13,2079,15510,Rejected
Fair,Employed,None,Fair,Auto,Bankruptcy,Car Financing,39463,48267,59,25,5,4,4,4590,11718,46,4117,5838,Rejected
Poor,Unemployed,Investment,Good,Mortgage,None,Home Improvement,28169,45154,19,8,5,0,1,14421,9013,91,4764,14533,Rejected
Excellent,Self-Employed,Land,Excellent,Mortgage,None,Other,43541,23822,13,26,4,5,4,5967,894,42,3716,1345,Rejected
Poor,Employed,Car,Fair,Other,Other,Other,18232,39623,47,44,3,3,5,7366,10675,44,1166,910,Rejected
Excellent,Self-Employed,Car,Good,Mortgage,Bankruptcy,Car Financing,40653,27711,75,20,3,0,2,6719,2994,63,1077,17837,Rejected
Good,Employed,Other,Fair,Personal,Other,Debt Consolidation,49463,14294,99,0,1,3,0,2363,12080,96,1819,19851,Approved
Excellent,Self-Employed,Land,Poor,Personal,Bankruptcy,Car Financing,34302,22072,90,100,4,5,2,7596,8267,48,4262,11896,Rejected
Poor,Employed,None,Excellent,Mortgage,Tax Lien,Home Improvement,20508,45441,50,7,5,2,1,4227,4683,6,4292,9790,Rejected
Excellent,Unemployed,Car,Good,Other,Other,Business,42651,34707,33,34,4,4,2,18592,14753,24,3096,15570,Rejected
Good,Self-Employed,Investment,Excellent,Personal,None,Other,27483,21596,89,49,0,5,4,11357,7601,45,1471,1696,Rejected
Fair,Self-Employed,None,Excellent,Personal,Bankruptcy,Car Financing,22495,19259,10,0,2,4,1,13798,16348,56,3982,11343,Rejected
Excellent,Employed,Car,Fair,Other,Judgement,Car Financing,11883,48989,70,21,0,4,2,1068,5116,21,4718,12901,Rejected
Excellent,Employed,Car,Excellent,Other,Judgement,Home Improvement,28110,37305,93,40,2,0,0,414,6905,55,4884,14973,Rejected
Fair,Self-Employed,None,Good,Personal,Bankruptcy,Home Improvement,39656,41966,20,58,3,2,3,9767,6380,11,1334,8698,Rejected
Excellent,Employed,Car,Poor,Other,Tax Lien,Business,43361,41968,64,7,0,5,2,3243,17938,37,1030,263,Rejected
Fair,Self-Employed,None,Fair,Personal,Collection,Other,44101,49478,86,22,1,5,2,12735,8735,21,2327,12617,Rejected
Poor,Employed,Investment,Poor,Student,Bankruptcy,Home Improvement,36898,19294,9,84,5,0,5,19032,17287,44,1043,10501,Rejected
Good,Employed,Land,Poor,Other,Tax Lien,Business,41569,27527,100,94,4,0,2,10097,10330,83,3153,952,Rejected
Good,Employed,None,Fair,Other,Judgement,Debt Consolidation,31262,40934,96,86,1,0,3,2613,2713,22,1790,18403,Approved
Fair,Employed,Investment,Poor,Mortgage,Judgement,Other,47030,24322,96,71,2,5,2,13171,11720,71,3124,7774,Rejected
Fair,Employed,None,Poor,Mortgage,Collection,Other,38844,29183,20,64,2,1,1,11303,843,100,3215,1562,Rejected
Fair,Employed,None,Poor,Other,Tax Lien,Car Financing,38069,25252,22,15,5,4,0,1226,10805,13,4388,17708,Rejected
Poor,Unemployed,None,Excellent,Mortgage,Collection,Home Improvement,15424,18360,48,69,3,5,4,7979,18270,11,3998,14691,Rejected
Good,Employed,Land,Good,Auto,Tax Lien,Other,31868,48215,24,5,3,1,2,1327,13354,69,1126,7325,Approved
Fair,Self-Employed,Land,Poor,Mortgage,Judgement,Other,24499,24474,25,66,1,5,2,1118,19997,36,3293,10348,Rejected
Excellent,Self-Employed,Other,Poor,Mortgage,None,Business,11737,33905,74,86,4,3,0,17750,470,27,1509,5547,Rejected
Fair,Self-Employed,Investment,Fair,Mortgage,Collection,Other,17992,22981,73,6,3,5,2,10630,19275,69,1465,2875,Rejected
Poor,Unemployed,Land,Poor,Student,Judgement,Other,14612,20876,68,84,3,1,1,14215,14096,11,3010,9553,Rejected
Excellent,Self-Employed,House,Poor,Auto,Other,Business,30671,17009,54,48,0,0,2,10625,15456,87,1298,3154,Rejected
Fair,Self-Employed,Other,Poor,Personal,Tax Lien,Home Improvement,21821,47926,71,84,2,2,4,10526,8161,47,3678,5199,Rejected
Excellent,Self-Employed,Car,Good,Mortgage,Bankruptcy,Other,39341,12382,60,47,0,0,1,10418,7983,26,3723,4533,Rejected
Excellent,Unemployed,Other,Excellent,Auto,Bankruptcy,Home Improvement,44802,42779,83,85,3,1,0,14523,7428,93,3523,17321,Rejected
Fair,Employed,None,Fair,Other,Judgement,Car Financing,11175,47103,72,72,1,1,2,4774,8424,18,1818,6598,Rejected
Good,Unemployed,Land,Excellent,Personal,Collection,Debt Consolidation,12705,24659,26,94,5,1,5,5988,17068,67,2011,5785,Approved
Fair,Self-Employed,Investment,Fair,Mortgage,None,Business,40107,34789,91,94,2,5,4,16095,1386,23,4725,1643,Rejected
Poor,Unemployed,None,Fair,Mortgage,Collection,Car Financing,23063,14678,16,93,0,0,5,19030,19107,12,4536,18191,Rejected
Good,Unemployed,Land,Poor,Other,Other,Other,11793,38037,21,36,2,2,0,12564,2554,10,3043,3795,Approved
Excellent,Employed,Other,Good,Mortgage,Tax Lien,Business,14817,15722,86,41,0,0,2,13932,700,22,3269,8274,Rejected
Excellent,Self-Employed,Land,Poor,Other,None,Other,15451,12467,71,64,0,4,5,16177,6941,74,1044,9138,Rejected
Good,Unemployed,House,Good,Other,Judgement,Other,33253,32728,3,9,5,2,0,2701,302,96,1021,3563,Rejected
Good,Unemployed,None,Poor,Auto,Other,Home Improvement,39188,32057,38,73,0,2,0,249,3464,56,4123,18764,Rejected
Fair,Unemployed,House,Excellent,Student,Tax Lien,Business,17884,13566,37,69,5,5,0,9918,17850,42,4535,15203,Rejected
Excellent,Self-Employed,None,Poor,Personal,Collection,Other,42755,24499,49,60,4,4,0,5045,3029,2,4823,11842,Rejected
Poor,Self-Employed,House,Poor,Personal,Other,Business,48039,27296,15,36,1,2,3,1734,4185,14,2791,19672,Rejected
Fair,Self-Employed,House,Poor,Personal,Collection,Debt Consolidation,40473,12375,39,30,3,4,1,316,11274,1,3937,19597,Rejected
Poor,Self-Employed,Other,Good,Other,Tax Lien,Other,43923,13383,44,17,3,3,1,7815,10574,91,4680,12983,Rejected
Fair,Self-Employed,Other,Good,Student,Collection,Debt Consolidation,14962,29060,56,51,4,5,2,13893,1836,80,3951,12846,Rejected
Poor,Self-Employed,Investment,Fair,Other,None,Car Financing,47276,28197,9,25,2,5,0,3531,11246,13,1304,16014,Rejected
Good,Unemployed,Investment,Poor,Other,Other,Home Improvement,49012,38010,4,35,1,2,5,10875,7108,38,2395,4779,Rejected
Fair,Unemployed,Other,Fair,Student,Other,Business,21511,37724,5,46,3,3,5,12379,17570,48,1943,19591,Rejected
Excellent,Employed,None,Poor,Other,Collection,Other,44519,22751,50,3,0,1,4,7283,3837,18,2460,1166,Rejected
Fair,Self-Employed,House,Excellent,Personal,Tax Lien,Business,34979,19721,17,71,0,4,3,13596,6068,31,4516,3051,Rejected
Fair,Self-Employed,Land,Poor,Other,None,Business,36629,33414,58,24,5,3,0,3328,9879,68,1175,9571,Rejected
Poor,Unemployed,House,Fair,Personal,Judgement,Business,11700,43321,97,41,1,0,4,3564,7928,20,4151,6279,Rejected
Fair,Unemployed,House,Excellent,Auto,Judgement,Car Financing,36425,10733,25,6,4,5,5,6814,10981,37,3227,19536,Rejected
Excellent,Unemployed,None,Good,Personal,Judgement,Debt Consolidation,35596,37463,79,78,3,5,3,18486,7729,23,3393,11247,Rejected
Fair,Self-Employed,Other,Fair,Mortgage,Collection,Car Financing,28698,34068,88,68,3,5,1,1723,7565,75,1695,9351,Rejected
Good,Unemployed,Investment,Poor,Student,Tax Lien,Debt Consolidation,19028,24673,80,18,1,0,5,15174,14219,86,1946,9635,Approved
Fair,Unemployed,Investment,Poor,Personal,Other,Car Financing,32941,14786,38,34,0,1,0,10735,14309,63,3748,12574,Rejected
Fair,Self-Employed,House,Poor,Student,Other,Debt Consolidation,27801,32210,13,67,2,1,0,5731,3055,73,3235,9601,Rejected
Excellent,Employed,Other,Excellent,Auto,Collection,Home Improvement,26643,39145,23,93,4,0,1,6011,2964,80,2516,4975,Rejected
Poor,Self-Employed,Other,Poor,Personal,Bankruptcy,Other,35192,11033,93,28,2,1,4,5943,13682,20,1124,3969,Rejected
Good,Unemployed,Other,Good,Other,Judgement,Debt Consolidation,31158,17157,9,60,1,3,1,19372,4520,48,4003,16632,Rejected
Good,Employed,Investment,Excellent,Student,Judgement,Other,41222,45611,20,36,0,5,4,11719,3800,25,1434,14473,Approved
Good,Self-Employed,Land,Good,Mortgage,None,Debt Consolidation,47585,11849,4,92,1,5,2,15966,5993,30,3839,14724,Approved
Poor,Employed,Other,Fair,Other,Judgement,Other,11700,19472,31,30,4,1,4,4343,17170,55,4743,12922,Rejected
Poor,Employed,Other,Fair,Student,None,Business,33528,30943,22,82,5,5,4,14493,5673,33,1605,7911,Rejected
Fair,Unemployed,Land,Poor,Personal,None,Car Financing,39884,45563,97,17,4,3,5,7474,2985,40,3981,17372,Rejected
Poor,Unemployed,Land,Fair,Student,Other,Other,15972,37312,92,27,3,0,0,16362,12513,81,1732,5822,Rejected
Fair,Employed,Investment,Poor,Auto,None,Other,46475,31598,90,10,2,4,0,1269,18644,11,3500,790,Rejected
Poor,Self-Employed,Investment,Excellent,Auto,Other,Business,37930,46537,29,31,0,1,3,11973,17545,48,2236,13452,Rejected
Excellent,Self-Employed,Investment,Good,Other,Judgement,Home Improvement,45711,42961,78,32,5,4,5,4519,10533,92,1814,1857,Rejected
Good,Employed,Investment,Good,Student,Judgement,Business,45584,12030,53,21,0,4,0,7224,18809,5,1943,7100,Rejected
Poor,Employed,Investment,Fair,Auto,Tax Lien,Home Improvement,35707,16048,31,69,0,1,4,1306,4373,20,4320,7994,Rejected
Good,Self-Employed,Land,Poor,Other,None,Home Improvement,33955,38516,14,14,2,2,5,8142,7118,79,2640,11663,Approved
Excellent,Unemployed,Car,Excellent,Auto,Judgement,Other,36710,37815,55,30,5,2,5,12405,1795,50,2384,6841,Rejected
Good,Self-Employed,Land,Excellent,Mortgage,None,Business,43472,17695,92,73,4,1,3,10141,50,7,2139,14983,Approved
Excellent,Unemployed,Land,Fair,Student,Tax Lien,Other,47764,44680,67,29,4,0,2,12355,11611,96,3025,11700,Rejected
Good,Employed,Other,Fair,Auto,Tax Lien,Business,28351,23092,80,74,0,0,2,17528,16966,32,2121,12543,Approved
Excellent,Employed,Car,Excellent,Auto,None,Business,27463,21743,86,92,3,4,5,15413,16376,71,2386,14561,Rejected
Fair,Employed,Land,Excellent,Other,Other,Car Financing,23058,10447,64,8,2,3,3,11120,14046,45,4569,2548,Rejected
Fair,Unemployed,House,Good,Student,Other,Car Financing,29878,31372,42,63,2,1,0,7146,19509,68,1463,18758,Rejected
Excellent,Self-Employed,Investment,Excellent,Mortgage,Bankruptcy,Car Financing,49544,40764,41,11,0,5,0,11667,18095,69,2514,17245,Rejected
Poor,Self-Employed,Land,Poor,Mortgage,Judgement,Other,13205,25627,0,25,5,1,3,10054,4950,24,4507,16572,Rejected
Excellent,Employed,Other,Good,Other,Collection,Home Improvement,17524,41647,54,67,2,0,4,11143,4343,47,4218,3430,Rejected
Poor,Self-Employed,House,Fair,Auto,Collection,Other,20346,20062,90,21,1,5,0,19669,2938,59,2848,9107,Rejected
Excellent,Unemployed,Other,Poor,Mortgage,Other,Debt Consolidation,45311,17433,27,12,2,2,4,5310,16406,70,4597,16576,Rejected
Good,Self-Employed,Car,Poor,Other,Collection,Business,36387,44718,58,15,4,1,1,5226,452,88,4302,14579,Approved
Excellent,Unemployed,Investment,Poor,Student,Tax Lien,Other,23743,39689,23,4,4,1,4,9573,12424,11,3260,11673,Rejected
Good,Employed,Other,Fair,Mortgage,Other,Car Financing,36726,17317,31,94,4,0,4,12843,8013,0,3197,8793,Approved
Good,Employed,Land,Excellent,Other,Judgement,Car Financing,33194,27315,11,17,1,5,3,438,16803,79,1702,14164,Approved
Excellent,Unemployed,House,Fair,Auto,Other,Business,25186,13842,47,53,0,0,4,2415,7279,94,2754,2589,Rejected
Good,Self-Employed,Car,Poor,Mortgage,Tax Lien,Other,10467,19175,84,17,3,3,5,1183,10308,99,1811,14036,Rejected
Good,Employed,Other,Good,Auto,Collection,Car Financing,25508,49681,92,16,1,3,5,869,829,58,2520,19891,Rejected
Excellent,Employed,Car,Poor,Mortgage,Other,Other,13517,23148,83,61,4,5,1,3036,5037,96,3715,18472,Rejected
Excellent,Self-Employed,House,Poor,Student,Judgement,Debt Consolidation,37234,16589,35,81,4,4,1,6407,9852,47,3090,10394,Rejected
Good,Self-Employed,Land,Poor,Student,None,Business,31684,47074,66,54,0,1,1,10285,14415,6,2773,3219,Approved
Fair,Unemployed,Other,Excellent,Personal,Collection,Debt Consolidation,34153,21752,74,26,2,3,1,10307,11678,7,4041,16857,Rejected
Excellent,Self-Employed,None,Fair,Other,None,Home Improvement,40446,29401,99,34,5,3,1,2092,5365,45,3347,9091,Rejected
Poor,Unemployed,Investment,Excellent,Student,Tax Lien,Debt Consolidation,20278,12796,38,5,2,2,0,10625,19175,17,3248,7640,Rejected
Good,Self-Employed,House,Good,Mortgage,Tax Lien,Home Improvement,27604,30334,74,22,3,4,5,18047,5198,52,2097,1739,Rejected
Fair,Employed,Investment,Poor,Auto,Collection,Car Financing,23586,37580,39,47,2,1,2,225,6418,20,1726,14883,Rejected
Poor,Employed,Investment,Excellent,Mortgage,Judgement,Other,18802,32419,72,26,3,4,3,3957,14648,22,2427,3212,Rejected
Poor,Employed,Land,Fair,Mortgage,None,Car Financing,30914,49676,85,16,1,2,0,18229,964,18,4649,394,Rejected
Good,Self-Employed,Car,Poor,Student,Collection,Home Improvement,34236,16270,15,78,3,0,2,3230,3396,2,2405,19151,Rejected
Good,Self-Employed,Car,Fair,Personal,Collection,Debt Consolidation,46177,18756,40,18,3,5,3,4202,16597,42,2821,7765,Approved
Fair,Employed,Car,Fair,Auto,Tax Lien,Other,34867,34366,13,30,0,2,4,10304,18782,53,1393,15569,Rejected
